"I have read, understood and signed the informed consent form handed out during the lecture and I consent to taking part in this study.",How many years of programming experience do you have?,How many programming languages do you use for hobby projects?,How do you judge your programming skills? ,How would you judge yourself as a programmer?,Have you every written code that has been used outside of the university context? ,Have you ever worked in a programming team with three or more members outside of university?,How many open source projects have you contributed to?,Have you ever been paid for programming work?,Have you every contributed more than 1000 LoC (Lines of Code) to a project?,Do you currently have a job in which you are being paid to program? ,Have you ever used processes such as SCRUM or pair programming?,Have you ever used Test Driven Development (TDD)?,How many lectures have you successfully completed in which programming was part of the curriculum? ,Please rate your agreement with the following statement: I really enjoy programming! ,Please rate your agreement with the following statement: I add comments to all of my code!,Which programming languages are you proficient in?  C,Which programming languages are you proficient in?  C,Which programming languages are you proficient in?  C++,Which programming languages are you proficient in?  Python,Which programming languages are you proficient in?  Ruby,Which programming languages are you proficient in?  Go,Which programming languages are you proficient in?  Pascal,Which programming languages are you proficient in?  Basic,Which programming languages are you proficient in?  Rust,Which programming languages are you proficient in?  Perl,Which programming languages are you proficient in?  PHP,Which programming languages are you proficient in?  JavaScript,Which programming languages are you proficient in?  R,Which programming languages are you proficient in?  Other (please specify),"Compared to your fellow students in this class, how many comments do you add to your code. ","Compared to your fellow students in this class, how would you judge your programming skills? ","Compared to professional programmers, how would you judge your programming skills? ",How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  Linux,How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  Linux,How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  Mac OS,How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  BSD,How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  Anderes,Please rate your agreement with the following statements. I find programming easy,Please rate your agreement with the following statements. I find programming easy,Please rate your agreement with the following statements. I often ask for help when programming,Please rate your agreement with the following statements. I only program if I have to,Please rate your agreement with the following statements. I often help other when I program,Please rate your agreement with the following statements. I often have to try for a long time to solve a programming problem,Please rate your agreement with the following statements. I often have problems programming,Please rate your agreement with the following statements. I often find programming frustrating,Please rate your agreement with the following statements. I sometimes find programming frustrating,How long does it take you to learn a new programming language?,How old were you when you programmed for the first time?,Where did you start learning to program? Other (please specify),Where did you start learning to program? Other (please specify),Where did you learn most of your programming skills? Other (please specify),Where did you learn most of your programming skills? Other (please specify),How many hours per week do you spend programming?,What does the abbreviation CPU stand for? This is an attention check question. Please select Central Processing Unifier as your answer to show that you have read the question carefully. ,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). C,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). C,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). C++,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Python,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Ruby,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Go,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Pascal,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Basic,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Rust,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Perl,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). PHP,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). JavaScript,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). R,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). [Insert text from Other],Which programming languages are you planing to learn? C,Which programming languages are you planing to learn? C,Which programming languages are you planing to learn? C++,Which programming languages are you planing to learn? Python,Which programming languages are you planing to learn? Ruby,Which programming languages are you planing to learn? Go,Which programming languages are you planing to learn? Pascal,Which programming languages are you planing to learn? Basic,Which programming languages are you planing to learn? Rust,Which programming languages are you planing to learn? Perl,Which programming languages are you planing to learn? PHP,Which programming languages are you planing to learn? JavaScript,Which programming languages are you planing to learn? R,Which programming languages are you planing to learn? [Insert text from Other],Which programming languages are you planing to learn? Other (please specify),How many security lectures have you completed? ,Please rate how much you like the following movie genres Fantasy,Please rate how much you like the following movie genres Fantasy,Please rate how much you like the following movie genres Crime,Please rate how much you like the following movie genres Thriller,Please rate how much you like the following movie genres Romance,Please rate how much you like the following movie genres Comedy,Please rate how much you like the following movie genres Animated,How many hours per week do you exercise ? ,How many hours per week do you spend in front of your computer?
I consent,7,2,Good,Intermediate,No,No,0,Yes,Yes,No,No,Yes,20,4,Agree Very Strongly,,,C++,,,,,,,,,,,Android programming,Many more,A bit better,A bit lower,6,6,1 Not at all,1 Not at all,,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly agree,A few weeks,15,,,,,40,Central Processing Unifier,,,4,,,,,,,,,,,6,,,,Python,,,,,,,PHP,JavaScript,,,,4,Like strongly,Like strongly,Like very strongly,Like very strongly,Like very strongly,Like very strongly,Dislike,15,45
I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,8,6,Very good,Intermediate,Yes,Yes,2,Yes,Yes,No,No,No,20,7,Agree,C,C,,Python,,,,,,,,,,C#,About the same,A bit better,A bit lower,5,5,5,1 Not at all,,Mostly agree,Mostly agree,Slightly disagree,Completely disagree,Mostly agree,Mostly disagree,Neutral,Completely disagree,Neutral,A few days,14,,,,,20,Central Processing Unifier,5,5,,6,,,,,,,,,,5,,,,,,,,,,,,,,,Kotlin,5,Neutral,Neutral,Neutral,Like strongly,Dislike strongly,Dislike very strongly,Neutral,4,28
I consent,10,5,Good,Intermediate,Yes,Yes,1,Yes,Yes,No,No,Yes,19,5,Agree,,,C++,Python,,,,,,,,,,,About the same,A bit better,A bit lower,5,5,3,1 Not at all,,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly agree,Mostly disagree,Slightly disagree,Neutral,Slightly agree,A few weeks,12, Institute , Institute ,,,15,Central Processing Unifier,,,4,5,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,6,Like,Like,Like,Neutral,Dislike,Like,Like,30,50
I consent,5,2,Good,Intermediate,Yes,Yes,2,Yes,Yes,No,No,No,8,7,Agree,,,C++,Python,,,,,,,,,,C#  T-SQL  Matlab,A bit more,Better,A bit lower,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,Neutral,Neutral,Mostly disagree,Slightly disagree,A few days,16,,,,,7,Central Processing Unifier,,,4,5,,,,,,,,,,7 Excellent,,,,,,,,,,,,,,,Python,2,Dislike,Dislike,Like very strongly,Like,Like strongly,Like,Like,25,25
I consent,5,2,Good,Intermediate,Yes,Yes,1,Yes,Yes,Yes,Yes,No,15,7,Agree Strongly,C,C,C++,Python,,,,,,,,JavaScript,,TypeScript,A bit more,About the same,A bit lower,3,3,1 Not at all,1 Not at all,,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Slightly agree,Completely disagree,Completely disagree,Completely disagree,Mostly disagree,A few weeks,19,,,,,23,Central Processing Unifier,7 Excellent,7 Excellent,4,4,,,,,,,,6,,5,,,,,,,,,,,,,,,,0,Dislike strongly,Dislike strongly,Like,Like,Like,Like,Neutral,15,30
I consent,3,2,Good,Intermediate,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,16,7,Agree,,,,Python,,,,,,,,JavaScript,,,A bit more,A bit better,A bit lower,6,6,1 Not at all,1 Not at all,,Neutral,Neutral,Neutral,Neutral,Mostly agree,Slightly disagree,Mostly agree,Mostly disagree,Slightly agree,A few days,17,,,"I would say that half on my own, half at university","I would say that half on my own, half at university",35,Central Processing Unifier,,,,5,,,,,,,,5,,,,,,,Ruby,,,,,,,,,,,0,Like very strongly,Like very strongly,Like very strongly,Neutral,Dislike,Like strongly,Neutral,4,70
I consent,1,2,Average,Intermediate,Yes,Yes,0,Yes,No,No,Yes,Yes,20,5,Neither Agree or Disagree,C,C,,,,,,,,,PHP,JavaScript,,,A bit less,A bit lower,Lower,5,5,3,1 Not at all,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,A few months,19,,,,,2,Central Processing Unit,5,5,,,,,,,,,5,4,,,,,,Python,,,,,,,,,,,,1,Like,Like,Like,Like,Like,Like,Like,4,30
I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,1,2,Average,Intermediate,Yes,Yes,2,Yes,Yes,Yes,No,No,4,5,Agree,,,C++,,,,,,,,,JavaScript,,,About the same,About the same,A bit lower,2,2,2,1 Not at all,,Neutral,Neutral,Slightly agree,Slightly agree,Mostly agree,Neutral,Slightly disagree,Slightly disagree,Slightly disagree,A few weeks,20,,,,,20,Central Processing Unifier,,,4,,,,,,,,,5,,,,,,Python,,,,,,,,,R,,,1,Like strongly,Like strongly,Like,Like,Like strongly,Like strongly,Like,20,40
I consent,3,1,Bad,Beginner,Yes,Yes,0,No,No,No,No,No,8,4,Agree,,,,Python,,,,,,,,,,T-SQL,A bit less,A bit lower,Lower,3,3,1 Not at all,1 Not at all,,Mostly disagree,Mostly disagree,Slightly agree,Mostly agree,Slightly agree,Mostly agree,Mostly agree,Neutral,Neutral,A few weeks,19,,,,,6,Central Processing Unifier,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,Like strongly,Like strongly,Neutral,Like,Like very strongly,Like strongly,Like strongly,22,18
I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,10,3,Good,Expert,Yes,No,0,No,Yes,No,No,No,12,5,Agree,,,,,,,,,,,,JavaScript,,,About the same,About the same,A bit lower,4,4,4,4,,Neutral,Neutral,Completely disagree,Mostly disagree,Neutral,Mostly disagree,Mostly disagree,Slightly disagree,Neutral,A few months,15,,,,,1,Central Processing Unit,,,,,,,,,,,,5,,,C,C,C++,,,,,,,,,,,,,1,Neutral,Neutral,Like very strongly,Like very strongly,Neutral,Neutral,Neutral,12,21
I consent,12,4,Very good,Intermediate,Yes,Yes,1,Yes,Yes,Yes,Yes,No,3,6,Disagree,C,C,C++,Python,,,,,,,PHP,,,,A bit more,Better,Lower,7 Excellent,7 Excellent,6,2,,Mostly agree,Mostly agree,Slightly agree,Mostly disagree,Mostly agree,Slightly disagree,Completely disagree,Mostly disagree,Mostly agree,A few months,13,,,,,25,Central Processing Unifier,7 Excellent,7 Excellent,5,4,,,,,,,5,,,,,,,,Ruby,,,,,,,,,,,1,Neutral,Neutral,Like strongly,Like,Dislike,Like strongly,Like,15,70
I consent,3,6,Good,Intermediate,Yes,Yes,0,Yes,Yes,Yes,Yes,No,5,7,Agree Strongly,C,C,C++,Python,,,,,,,,JavaScript,,Swift,More,About the same,About the same,4,4,5,1 Not at all,,Slightly agree,Slightly agree,Slightly disagree,Completely disagree,Slightly agree,Slightly disagree,Mostly disagree,Completely disagree,Slightly agree,A few weeks,22,,,,,25,Central Processing Unifier,3,3,4,5,,,,,,,,6,,5,,,,,,Go,,,,,,,,,,2,Like very strongly,Like very strongly,Like strongly,Like very strongly,Like,Dislike very strongly,Dislike strongly,2,72
I consent,5,3,Good,Intermediate,Yes,Yes,0,Yes,Yes,Yes,Yes,No,2,6,Disagree,,,,Python,,,,,,,,JavaScript,,,About the same,About the same,A bit better,6,6,1 Not at all,1 Not at all,,Mostly agree,Mostly agree,Mostly disagree,Slightly agree,Completely agree,Slightly agree,Slightly disagree,Mostly disagree,Mostly agree,A few days,14,,,,,14,Central Processing Unifier,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,2,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,8,32
I consent,8,2,Good,Intermediate,Yes,No,0,Yes,No,No,No,Yes,5,6,Disagree Strongly,C,C,,Python,,,,,,,,,,,A bit less,A bit better,A bit lower,4,4,1 Not at all,1 Not at all,,Neutral,Neutral,Slightly disagree,Neutral,Slightly agree,Neutral,Neutral,Slightly disagree,Slightly agree,A few weeks,15,,,,,7,Central Processing Unit,4,4,,6,,,,,,,,,,,,,C++,,Ruby,Go,,,,,,,,,,3,Like strongly,Like strongly,Like,Like strongly,Dislike,Like strongly,Dislike,3,40
I consent,2,5,Average,Intermediate,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,3,6,Agree,,,C++,Python,,,,,,,,JavaScript,,,More,A bit better,About the same,4,4,5,1 Not at all,,Mostly agree,Mostly agree,Neutral,Neutral,Mostly agree,Slightly disagree,Neutral,Completely disagree,Completely disagree,A few days,19,,,,,20,Central Processing Unifier,,,6,5,,,,,,,,5,,,,,,,,,,,,,PHP,,R,,,2,Like,Like,Like strongly,Like strongly,Like strongly,Like very strongly,Like very strongly,10,50
I consent,3,1,Average,Intermediate,Yes,Yes,0,Yes,Yes,Yes,No,Yes,11,5,Disagree,,,,Python,,,,,,,,,,,Far less,A bit lower,Much lower,3,3,5,1 Not at all,,Slightly agree,Slightly agree,Slightly agree,Completely disagree,Mostly agree,Slightly agree,Neutral,Slightly agree,Mostly agree,A few weeks,20,,,,,15,Central Processing Unifier,,,,5,,,,,,,,,,,C,C,,,,,,,,,PHP,JavaScript,,,,4,Like very strongly,Like very strongly,Like strongly,Like very strongly,Like,Like strongly,Like strongly,10,30
I consent,6,2,Good,Intermediate,Yes,Yes,1,Yes,Yes,Yes,No,No,9,5,Agree,C,C,C++,Python,,,,,,,PHP,JavaScript,,,About the same,About the same,A bit lower,6,6,1 Not at all,1 Not at all,,Neutral,Neutral,Slightly agree,Mostly agree,Slightly agree,Slightly agree,Neutral,Completely disagree,Mostly disagree,A few weeks,18,,,,,15,Central Processing Unit,5,5,5,4,,,,,,,5,5,,,,,,,,,,,,,,,R,,,1,Like strongly,Like strongly,Like,Like,Neutral,Like,Like,8,22
I consent,5,4,Good,Intermediate,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,5,6,Agree Strongly,,,C++,Python,,,,,,,,JavaScript,,"Typescript, HTML5, CSS",More,Better,A bit lower,5,5,6,1 Not at all,,Neutral,Neutral,Neutral,Neutral,Slightly agree,Neutral,Completely disagree,Completely disagree,Neutral,A few months,20,,,,,20,Central Processing Unifier,,,4,7 Excellent,,,,,,,,6,,5,,,,,Ruby,,,,,,PHP,,,,,0,Dislike very strongly,Dislike very strongly,Neutral,Like,Neutral,Like strongly,Dislike,10,40
I consent,10,2,Very good,Expert,Yes,Yes,0,Yes,Yes,No,Yes,No,16,6,Disagree,C,C,C++,Python,,,,Basic,,,,,,,About the same,A bit better,Lower,5,5,1 Not at all,1 Not at all,,Slightly agree,Slightly agree,Neutral,Slightly disagree,Mostly agree,Slightly agree,Mostly disagree,Slightly agree,Mostly agree,A few days,13,,,,,15,Central Processing Unifier,4,4,6,6,,,,7 Excellent,,,,,,,,,,,,,,,,,,,,,,1,Like strongly,Like strongly,Dislike very strongly,Dislike very strongly,Like strongly,Like very strongly,Like strongly,0,70
I consent,8,4,Good,Intermediate,Yes,No,0,No,Yes,No,Yes,No,6,5,Disagree,C,C,,Python,,,,,,,,JavaScript,,,A bit less,A bit lower,Lower,5,5,1 Not at all,1 Not at all,,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Mostly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,A few days,16,,,,,3,Central Processing Unifier,5,5,,5,,,,,,,,4,,,,,C++,,,,,,,,,,,,,2,Like,Like,Like,Neutral,Dislike strongly,Like,Like,8,35
I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,7,5,Good,Intermediate,Yes,Yes,2,Yes,Yes,No,No,No,20,5,Agree,,,,Python,,,,,,,,JavaScript,,,About the same,About the same,Lower,3,3,5,1 Not at all,,Mostly disagree,Mostly disagree,Mostly agree,Mostly disagree,Neutral,Slightly agree,Mostly agree,Slightly agree,Mostly agree,A few weeks,20,,,,,15,Central Processing Unit,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,Swift,0,Dislike very strongly,Dislike very strongly,Like,Like,Dislike,Neutral,Dislike,4,30
I do not consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,3,0,Average,Beginner,Yes,Yes,2,Yes,No,No,No,No,1,3,Neither Agree or Disagree,,,,,,,,,,Perl,,,,,About the same,About the same,Lower,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,Mostly disagree,Mostly disagree,Slightly agree,Slightly agree,Mostly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,A few months,16,,,,,4,Central Processing Unifier,,,,,,,,,,3,,,,,,,,Python,,,,,,,,,,,,1,Neutral,Neutral,Like very strongly,Like very strongly,Like strongly,Like very strongly,Dislike,7,45
I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,5,3,Average,Intermediate,Yes,Yes,0,Yes,Yes,No,Yes,Yes,3,6,Agree Strongly,,,,Python,,,Pascal,,,,,JavaScript,,C#,A bit more,About the same,A bit lower,4,4,2,1 Not at all,,Slightly agree,Slightly agree,Mostly disagree,Mostly disagree,Neutral,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,A few weeks,18,,,,,8,Central Processing Unifier,,,,4,,,4,,,,,4,,7 Excellent,,,C++,,,,,,,,,,,,Scala,1,Like,Like,Neutral,Like strongly,Neutral,Like strongly,Like,2,70
I consent,6,2,Very good,Expert,Yes,No,1,Yes,Yes,Yes,No,No,8,6,Agree Strongly,C,C,C++,Python,,,,,,,,JavaScript,,,More,Better,A bit better,5,5,1 Not at all,2,,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Mostly agree,Mostly disagree,Completely disagree,Completely disagree,Mostly disagree,A few days,14,,,,,20,Central Processing Unifier,4,4,4,6,,,,,,,,4,,,,,,,,,,,,,,,,,,5,Like strongly,Like strongly,Neutral,Like,Dislike,Like,Neutral,5,70
